1.890043 1.671148
2.142384 2.368852
1.670567 2.193358
1.740543 1.731832
2.465427 2.171372
1.813330 2.222444
2.201892 2.062242
2.321569 2.300474
2.175297 2.337837
2.359905 2.205613
1.700447 2.392327
2.245505 1.882335
1.983193 2.334375
1.992737 1.695683
2.147200 1.623167
1.814061 2.053937
2.301912 1.929766
1.872436 2.145931
2.044971 2.360288
1.555496 1.877761
2.400358 1.984622
1.853184 1.985674
2.173697 2.357432
1.910893 1.622913
1.855623 1.810635
1.839811 2.208973
1.974565 2.399126
1.574364 2.197102
1.861535 2.200090
1.630965 1.980128
2.265464 1.969951
2.253491 2.010028
1.595344 1.883948
2.148643 1.959161
1.925696 1.863714
2.082103 2.166047
1.879536 1.717148
2.301358 2.004369
2.177940 2.345216
2.408730 2.079554
2.431683 1.790195
1.576994 2.253052
1.810468 2.153435
1.973991 2.369490
1.802642 2.222058
2.295500 1.885404
2.355150 1.754888
1.942612 1.770255
2.421827 2.137225
1.961621 1.948298
2.239351 2.158921
2.039471 2.284678
2.390079 1.988520
1.939543 2.450011
1.814167 1.891112
1.928855 2.450096
1.558282 2.067921
1.978826 1.518959
2.092774 2.439713
2.173536 2.014139
2.395342 1.949763
2.175484 2.274776
1.793504 1.942410
2.111578 2.115206
1.590736 1.984151
1.779803 2.079586
2.142016 2.335916
1.961782 1.534941
2.041918 2.330087
2.332500 1.670052
2.383227 1.886476
1.880954 1.842863
2.138439 2.057274
2.138953 2.279073
2.088072 2.328088
2.109711 1.616856
1.912767 1.603544
1.709879 2.216367
1.939731 1.838018
2.161551 2.408339
1.793312 2.096206
2.111496 1.981642
1.635847 2.093532
1.860278 2.051730
1.915548 2.062526
2.224051 1.752322
1.526002 1.935943
1.843157 1.689118
2.274788 2.019260
1.822805 1.569523
1.932880 2.402773
2.334591 2.192332
1.821079 2.077894
1.919985 2.411902
1.785825 2.147123
2.219614 2.074966
2.194650 1.693603
2.066586 2.429637
2.126240 2.271939
2.330731 1.735068
2.076443 2.158980
2.209211 2.396928
2.127742 2.329196
2.114385 2.404080
2.018295 1.882831
1.764501 1.893731
1.682021 1.823248
1.854571 2.184718
2.101501 1.679916
1.914667 1.603787
1.520475 1.872353
2.055144 1.557689
1.983334 2.417260
1.543745 2.172376
2.326914 2.130790
1.823102 1.848720
1.680701 2.165097
1.694861 1.847108
1.780489 1.768554
2.100950 2.124662
2.424317 2.007735
1.716417 1.641612
2.257607 2.372950
2.210749 2.414730
2.155085 2.232390
2.248023 1.644292
1.600852 1.829454
2.203117 2.187343
1.758710 1.818930
2.205516 1.794133
1.957750 2.362473
2.039424 2.021131
1.905111 2.144460
1.890315 2.448754
2.011943 2.061085
2.088657 1.822655
1.576899 2.100133
2.028326 1.833896
2.334374 1.634633
1.641226 2.065374
1.880743 1.749082
2.168562 1.942081
2.422602 2.235583
1.799298 2.412911
1.728842 1.741104
1.701194 1.674311
1.817465 2.000120
2.089219 2.416413
2.398702 2.276844
2.128377 1.759244
2.355014 1.983838
1.731705 2.286313
2.484552 1.914038
1.531692 2.029924
2.375631 2.214511
2.417917 1.762672
1.699433 2.097255
1.763371 1.942703
2.119177 1.798239
2.130264 2.388408
1.862789 2.001186
1.840993 1.554233
1.760853 2.429446
2.218461 2.344203
1.955643 1.975704
1.697495 1.780716
2.430661 2.056524
2.349898 1.907185
1.776170 2.167191
